Lexical item,Level,Count_PBZ1_1,Total_PBZ1_1,Freq_PBZ1_1,TFIDF_PBZ1_1,Count_PBZ1_2,Total_PBZ1_2,Freq_PBZ1_2,TFIDF_PBZ1_2,Count_PBZ1_3,Total_PBZ1_3,Freq_PBZ1_3,TFIDF_PBZ1_3,Count_PBZ1_4,Total_PBZ1_4,Freq_PBZ1_4,TFIDF_PBZ1_4
huevo,A2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
huevo de avestruz,C1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
huevo de codorniz,C1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
huevo frito,B1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
humanidad,B2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
humanismo,C2,0,797,0.0,0.0,0,637,0.0,0.0,2,279,0.007168458781362007,0.004418015116795488,0,449,0.0,0.0
humano,A2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
humareda,C1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
humildad,C1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
humilde,C1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
humillación,B2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
humillar,B2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
humo,B1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
hundido,C1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
hundido en la miseria,C2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
hundir,B2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
hundirse,B2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
hundirse en una depresión aguda,C1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
hundirse en una depresión profunda,C1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
hundirse una empresa,C1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
huracán,B1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
hurgar,B2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
hurgar en la herida,B2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
hurtar,B2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
hurto,B1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
huso horario,A2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
I+D,C2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
iberia,B2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
icono,C1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
idéntico,B2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
idílico,C1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
ideólogo,C1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
idea,B2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
ideal,B2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
ideal de belleza,C2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
ideal de la época,C2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
ideal estético,C2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
idealismo,C2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
identidad,B2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
identidad cultural,C1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
identidad lingüística,C1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
identidad religiosa,C1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
identificación,B2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
identificación de llamadas,C1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
identificar,B2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
identificar huellas,B2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
ideológico,B2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
ideología,C1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
idilio,C1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
idolatría,C1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
idolatrar,C1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
iglesia,A2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
iglesia anglicana,B1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
iglesia católica,B1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
iglesia evangélica,B1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
igual,A2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
igualar,B1,1,797,0.0012547051442910915,0.005084934397053811,0,637,0.0,0.0,0,279,0.0,0.0,1,449,0.0022271714922048997,0.0019047196925360277
igualdad,B2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
ilegítimo,C1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,1,449,0.0022271714922048997,0.0030158061798487104
ilegal,B1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
ilegalizar,C1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
ilegalizar un partido político,C1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
iluminación,B2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
iluminación alegre,B2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
iluminación directa,B2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
iluminación indirecta,B2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
iluminación suave,B2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
iluminación tenue,B2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
iluminar,B2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
iluminar un espacio,B1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
iluminar una habitación,B1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
ilusionado,B2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
ilusionarse,B2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
ilusionismo,C2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
ilustración,B2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
ilustrado,C2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
ilustrador,C1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
ilustrar,C2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
ilustrarse,C2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
imán,B2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
imagen,A2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
imagen borrosa,C1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
imagen desenfocada,C1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
imagen movida,C1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
imaginación,B1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
imaginar,B1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
imaginarse,B2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,1,449,0.0022271714922048997,0.0019561986031451095
imberbe,C1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
imitación,B2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
imitar,B2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
imitar un estilo,B2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
impaciencia,B1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
impacientarse,B2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
impaciente,B1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
impactante,C1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
impactar,C2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
impacto,C2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
impacto medioambiental,B2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
imparcialmente,C1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
impartir,C1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
impartir educación superior,C2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
impartir el curso,C2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
impartir enseñanza media,C2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
impartir la charla,C2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
impartir la clase,C2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
impartir la conferencia,C2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
impartir un cursillo,C2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
impartir un curso,C2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
impartir una charla,C2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
impartir una clase,C2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
impartir una conferencia,C2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
impecable,C2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
imperdible,C1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
impermeable,C1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
impertérrito,C2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
impertinente,C2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
implante,C1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
impoluto,C2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
imponer,B2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
imponer una multa,C1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
imponer una sanción,C2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
imponer una sanción considerable,C2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
imponer una sanción cuantiosa,C2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
imponer una sanción elevada,C2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
imponer una sanción severa,C2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
importación,B1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
importación de mercancías,B2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
importador,C1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
importar,B1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
importar un comino,C2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
importar un rábano,C2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
importe,C1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
importunar,C1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
impracticable,C2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
impresión,B1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
impresionismo,B2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
impresionista,B2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
impresora,A2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
impresora en color,B1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
impresora láser,B1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
imprevisión,C1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
imprevisible,C2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
imprimir,B1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
imprimir un libro,B2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
impropio,C1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
improvisación,B2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
improvisar,C1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
imprudencia,B2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
imprudente,C1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
impuesto,B2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
impuesto de aduana,C1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
impuesto de circulación,C2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
impuesto de recogida de basura,C2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
impuesto sobre bienes inmuebles,C2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
impuesto sobre el valor añadido,C1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
impuesto sobre la renta de las personas físicas,C1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
impugnación,C1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
impugnar,C1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
impugnar un examen,C2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
impugnar una convocatoria,C2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
impugnar una oposición,C2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
impugnar una prueba,C2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
impuntual,B2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
impuntualidad,B2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
impureza,C1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
inadaptación,C1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
inalámbrico,C1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
inauguración,C1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
inaugurar,B2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
inaugurar las fiestas,C1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
inaugurar un acto,C1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
inaugurar un comercio,C1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
inaugurar un curso,C1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
incómodo,B2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
incapacitar,C1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
incapaz,B2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
incendiar,B2,1,797,0.0012547051442910915,0.0013265046253183857,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
incendiarse,B2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
incendio,A2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
incendio forestal,B1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
incentivar,C1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
incentivar el ahorro,C2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
incentivar programas,C2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
incentivar programas para la enseñanza del idioma,C2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
incentivar programas para la integración,C2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
incentivo,C1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
incertidumbre,C2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
incidencia,B2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
incidente,B2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
incidir,B2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
incineración,C1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
incineradora,C1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
incinerar,B2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
inclinación,C2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
incomestible,B2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
incomible,B2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
incompetente,B2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
incongruencia,C1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
incongruente,C1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
inconsciente,B2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
inconstancia,B2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
inconstante,B2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
incorporación,B1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
incorporación inmediata,B1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
incorporar,B2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
incorporarse,B2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
incremento,B2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
incremento de la mortalidad,C1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
incremento de la natalidad,C1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
incremento de la población,C1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
incubadora,C1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
incubar,C1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
incuestionable,C1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
inculcar,C2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
inculcar principios,C2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
inculcar valores,C2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
inculpar,C2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
inculpatorio,C2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
incumplir,C2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
incumplir un contrato,C1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
indemnización,B2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
indemnizar,C2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
indescriptible,B2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
indicar,B2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
indicar una maniobra,B1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
indiferencia,C1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
indiferente,C1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
indigencia,C2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
indigente,C2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
indigestión,B2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
indigesto,B2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
indignación,B2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
indignado,B2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
indignar,B2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
indigno,B2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
indirecto,A2,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
indisposición,C1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
indispuesto,C1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
inducción,C1,0,797,0.0,0.0,0,637,0.0,0.0,0,279,0.0,0.0,0,449,0.0,0.0
